Category,Priority,File,Line,Link_Text,Target,Status,Impact
workflow,low,planning/tickets/pending/agent-creation-002-pattern-generation-framework.md,92,workflow.md,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/tickets/pending/agent-creation-002-pattern-generation-framework.md,93,engineering.md,../principles/engineering.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-002-pattern-generation-framework.md,94,simplicity.md,../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,24,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,24,formatting.md,../../principles/formatting.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,81,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,82,formatting.md,../../principles/formatting.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,92,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,93,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
workflow,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,96,workflow.md,../../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,97,formatting.md,../../principles/formatting.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-020-navigation-breadcrumb-component-system.md,98,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-001-navigation-breadcrumb-extraction.md,23,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-001-navigation-breadcrumb-extraction.md,78,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-001-navigation-breadcrumb-extraction.md,79,formatting.md,../../principles/formatting.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-001-navigation-breadcrumb-extraction.md,89,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-001-navigation-breadcrumb-extraction.md,90,formatting.md,../../principles/formatting.md,BROKEN,Navigation disruption in other system
workflow,low,planning/tickets/pending/audit-comp-003-workflow-phase-template-extraction.md,23,workflow.md,../../principles/workflow.md,BROKEN,Navigation disruption in workflow system
workflow,low,planning/tickets/pending/audit-comp-003-workflow-phase-template-extraction.md,78,workflow.md,../../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/tickets/pending/audit-comp-003-workflow-phase-template-extraction.md,79,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
workflow,low,planning/tickets/pending/audit-comp-003-workflow-phase-template-extraction.md,90,workflow.md,../../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/tickets/pending/audit-comp-003-workflow-phase-template-extraction.md,91,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,24,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,24,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,81,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,82,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,92,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,93,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
workflow,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,96,workflow.md,../../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,97,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-021-return-to-top-component-consolidation.md,98,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-003-metadata-management-specialist.md,23,agent-definition.md,../principles/agent-definition.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-003-metadata-management-specialist.md,23,organization.md,../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-003-metadata-management-specialist.md,78,agent-definition.md,../principles/agent-definition.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-003-metadata-management-specialist.md,88,organization.md,../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-003-metadata-management-specialist.md,89,communication.md,../principles/communication.md,BROKEN,Navigation disruption in other system
workflow,low,planning/tickets/pending/agent-creation-003-metadata-management-specialist.md,92,workflow.md,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/tickets/pending/agent-creation-003-metadata-management-specialist.md,93,engineering.md,../principles/engineering.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-003-metadata-management-specialist.md,94,simplicity.md,../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,24,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,24,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,80,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,81,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,82,formatting.md,../../principles/formatting.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,92,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,93,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
workflow,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,96,workflow.md,../../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,97,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/mod-019-yaml-frontmatter-component-system.md,98,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-009-resource-optimization-specialist.md,23,agent-definition.md,../principles/agent-definition.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-009-resource-optimization-specialist.md,23,engineering.md,../principles/engineering.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-009-resource-optimization-specialist.md,78,agent-definition.md,../principles/agent-definition.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-009-resource-optimization-specialist.md,88,engineering.md,../principles/engineering.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-009-resource-optimization-specialist.md,89,organization.md,../principles/organization.md,BROKEN,Navigation disruption in other system
workflow,low,planning/tickets/pending/agent-creation-009-resource-optimization-specialist.md,92,workflow.md,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/tickets/pending/agent-creation-009-resource-optimization-specialist.md,93,dynamic-adaptation.md,../principles/dynamic-adaptation.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/agent-creation-009-resource-optimization-specialist.md,94,task-orchestration.md,../principles/task-orchestration.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-008-crossref-architecture.md,18,Next: Browse other low priority tickets,../../TICKET_REGISTRY.md#-low-priority-pending,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-008-crossref-architecture.md,155,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-008-crossref-architecture.md,156,communication.md,../../principles/communication.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-008-crossref-architecture.md,157,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-008-crossref-architecture.md,182,Return to hub,../index.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-008-crossref-architecture.md,182,View related,component.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-008-crossref-architecture.md,221,View other tickets,../../TICKET_REGISTRY.md#-low-priority-pending,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-007-orphaned-content.md,151,simplicity.md,../../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-007-orphaned-content.md,152,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/consolidation-007-orphaned-content.md,153,files.md,../../principles/files.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-002-frontmatter-template-extraction.md,23,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-002-frontmatter-template-extraction.md,78,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-002-frontmatter-template-extraction.md,79,formatting.md,../../principles/formatting.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-002-frontmatter-template-extraction.md,90,organization.md,../../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/pending/audit-comp-002-frontmatter-template-extraction.md,91,formatting.md,../../principles/formatting.md,BROKEN,Navigation disruption in other system
other,low,planning/components/ticket-integration.md,63,Follow priority guidelines for classification,../guides/priority-guidelines.md,BROKEN,Navigation disruption in other system
other,low,planning/components/ticket-integration.md,64,Use status management for transitions,../guides/status-management.md,BROKEN,Navigation disruption in other system
other,low,planning/components/ticket-parallel-executor.md,14,Next: Review execution scheduler,ticket-execution-scheduler.md,BROKEN,Navigation disruption in other system
other,low,planning/components/ticket-parallel-executor.md,173,Access execution scheduler,ticket-execution-scheduler.md,BROKEN,Navigation disruption in other system
other,low,planning/components/ticket-parallel-executor.md,174,Review monitoring dashboard,ticket-metrics-dashboard.md,BROKEN,Navigation disruption in other system
other,low,planning/components/ticket-parallel-executor.md,175,Study automation scripts,ticket-automation-scripts.md,BROKEN,Navigation disruption in other system
other,low,planning/components/ticket-dependency-analysis.md,240,Review execution scheduler,ticket-execution-scheduler.md,BROKEN,Navigation disruption in other system
other,low,planning/components/ticket-dependency-analysis.md,241,Access automation scripts,ticket-automation-scripts.md,BROKEN,Navigation disruption in other system
other,low,planning/templates/ticket-template.md,23,relevant-principle.md,../principles/relevant-principle.md,BROKEN,Navigation disruption in other system
other,low,planning/templates/ticket-template.md,91,principle-name.md,../principles/principle-name.md,BROKEN,Navigation disruption in other system
other,low,planning/templates/ticket-template.md,92,principle-name.md,../principles/principle-name.md,BROKEN,Navigation disruption in other system
workflow,low,planning/templates/ticket-template.md,95,workflow.md,../principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,planning/templates/ticket-template.md,96,organization.md,../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,docs/components/footer.md,10,Previous: Execute navigation-usage.md for guidance,navigation-usage.md,BROKEN,Navigation disruption in other system
navigation,high,docs/components/footer.md,40,Return to Documentation Hub,../docs/index.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/components/footer.md,46,Return to Documentation Hub,../docs/index.md,BROKEN,Navigation disruption in navigation system
other,low,docs/components/execution-monitoring-reports.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/execution-monitoring-reports.md,164,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/execution-control-commands.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/execution-control-commands.md,174,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/task-analysis-framework.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/task-analysis-framework.md,18,agent-selection.md multi-perspective analysis,../principles/agent-selection.md#multi-perspective-analysis,BROKEN,Navigation disruption in other system
other,low,docs/components/task-analysis-framework.md,126,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/parallel-implementation-engine.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/parallel-implementation-engine.md,193,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/toc-generator.md,14,Previous: Apply directive-implementation.md for load order,directive-implementation.md,BROKEN,Navigation disruption in other system
other,low,docs/components/toc-generator.md,200,Study navigation.md for link patterns,navigation.md,BROKEN,Navigation disruption in other system
command,high,docs/components/claude-md-project-variants.md,34,analyze-file.md,commands/analyze-file.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/components/claude-md-project-variants.md,35,project-optimizer.md,agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/components/claude-md-project-variants.md,36,engineering.md,docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/components/claude-md-project-variants.md,59,engineering.md,docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
workflow,high,docs/components/claude-md-project-variants.md,60,workflow.md,docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,docs/components/claude-md-project-variants.md,84,fundamental.md,docs/principles/fundamental.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/components/claude-md-project-variants.md,85,engineering.md,docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
other,low,docs/components/principle-marker-template.md,5,principle-name.md,path/to/principle.md,BROKEN,Navigation disruption in other system
other,low,docs/components/principle-marker-template.md,5,secondary-principle.md,path/to/principle.md,BROKEN,Navigation disruption in other system
other,low,docs/components/principle-marker-template.md,13,principle-name.md,path/to/principle.md,BROKEN,Navigation disruption in other system
other,low,docs/components/principle-marker-template.md,17,secondary-principle.md,path/to/principle.md,BROKEN,Navigation disruption in other system
other,low,docs/components/principle-marker-template.md,23,principle-name.md,path/to/principle.md,BROKEN,Navigation disruption in other system
other,low,docs/components/principle-marker-template.md,26,principle-name.md#section,path/to/principle.md#section,BROKEN,Navigation disruption in other system
workflow,high,docs/components/principle-marker-template.md,38,workflow.md,../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,docs/components/principle-marker-template.md,38,engineering.md,../docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
other,low,docs/components/principle-marker-template.md,53,directive.md execution rules,../principles/directive.md#execution-rules,BROKEN,Navigation disruption in other system
workflow,low,docs/components/principle-marker-template.md,77,CLAUDE.md authoritative sequence,../../CLAUDE.md#phase-2-apply-principles-in-load-order,BROKEN,Navigation disruption in workflow system
workflow,high,docs/components/principle-marker-template.md,99,workflow,../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
workflow,low,docs/components/principle-marker-template.md,100,workflow.md,workflow.md,BROKEN,Navigation disruption in workflow system
other,low,docs/components/content-organization-patterns.md,54,Previous: relevant-component.md,relevant-component.md,BROKEN,Navigation disruption in other system
other,low,docs/components/content-organization-patterns.md,60,Next: next-component.md,next-component.md,BROKEN,Navigation disruption in other system
other,low,docs/components/content-organization-patterns.md,63,Related component A,component-a.md,BROKEN,Navigation disruption in other system
other,low,docs/components/content-organization-patterns.md,64,Related component B,component-b.md,BROKEN,Navigation disruption in other system
other,low,docs/components/content-organization-patterns.md,65,Related principle,../principles/principle.md,BROKEN,Navigation disruption in other system
other,low,docs/components/engineering-standards.md,12,Next: directive-implementation.md,directive-implementation.md,BROKEN,Navigation disruption in other system
other,low,docs/components/agent-coordination-strategies.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/agent-coordination-strategies.md,18,context-efficiency.md multi-agent coordination,../principles/context-efficiency.md#context-handoff-protocol,BROKEN,Navigation disruption in other system
other,low,docs/components/agent-coordination-strategies.md,210,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/formatting-standards.md,98,Previous: document-name.md,path/to/previous.md,BROKEN,Navigation disruption in other system
other,low,docs/components/formatting-standards.md,98,Next: document-name.md,path/to/next.md,BROKEN,Navigation disruption in other system
other,low,docs/components/formatting-standards.md,151,Apply organization.md for comprehensive metadata standards,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/formatting-standards.md,159,principle-name.md,../principles/principle-name.md,BROKEN,Navigation disruption in other system
other,low,docs/components/ticket-cross-references.md,10,Apply ticket creation guide for new tickets,../planning/guides/creating-tickets.md,BROKEN,Navigation disruption in other system
other,low,docs/components/ticket-cross-references.md,11,Follow status management for transitions,../planning/guides/status-management.md,BROKEN,Navigation disruption in other system
other,low,docs/components/ticket-cross-references.md,12,Use priority guidelines for classification,../planning/guides/priority-guidelines.md,BROKEN,Navigation disruption in other system
navigation,medium,docs/components/ticket-cross-references.md,17,Deploy project-optimizer for complex analysis,../../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
other,low,docs/components/files-management.md,14,Next: Study validation for quality gates,../principles/validation.md#forbidden-validation-practices,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,23,file-operation-templates.md,file-operation-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,24,path-validation-methods.md,path-validation-methods.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,25,documentation-control.md,documentation-control.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,26,structure-maintenance.md,structure-maintenance.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,27,validation-checklists.md,validation-checklists.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,30,file-operation-templates.md,file-operation-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,31,path-validation-methods.md,path-validation-methods.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,32,documentation-control.md,documentation-control.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,33,structure-maintenance.md,structure-maintenance.md,BROKEN,Navigation disruption in other system
other,low,docs/components/files-management.md,34,validation-checklists.md,validation-checklists.md,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-validation.md,20,organization.md,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-validation.md,22,Apply organization.md for comprehensive metadata standards,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-validation.md,173,Apply organization.md metadata standards,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-validation.md,174,Review validation requirements,../principles/organization.md#validation-requirements,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-validation.md,175,Study implementation guidelines,../principles/organization.md#implementation-guidelines,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-validation.md,176,Reference YAML template,../principles/organization.md#complete-yaml-template-reference,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-validation.md,186,Apply validation-templates.md,../principles/validation.md#template-integration,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,34,Core Fields Reference - Now in Organization Principle,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,42,Usage Patterns Guide - Now in Organization Principle,../principles/organization.md#document-type-patterns,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,51,Complete Examples - Now in Organization Principle,../principles/organization.md#field-format-examples,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,60,Validation & Best Practices - Now in Organization Principle,../principles/organization.md#validation-requirements,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,88,core fields in organization.md,../principles/organization.md#document-type-patterns,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,89,usage patterns in organization.md,../principles/organization.md#document-type-patterns,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,90,examples in organization.md,../principles/organization.md#field-format-examples,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,91,validation in organization.md,../principles/organization.md#validation-requirements,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,97,usage patterns in organization.md,../principles/organization.md#document-type-patterns,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,98,complete examples in organization.md,../principles/organization.md#field-format-examples,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,99,validation rules in organization.md,../principles/organization.md#validation-requirements,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,102,core fields in organization.md,../principles/organization.md#core-metadata-requirements,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,103,usage patterns in organization.md,../principles/organization.md#document-type-patterns,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,104,validation checklists in organization.md,../principles/organization.md#validation-requirements,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,105,examples in organization.md,../principles/organization.md#field-format-examples,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-template-usage.md,112,Use validation-templates.md,../principles/validation.md#template-integration,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-core-fields.md,20,organization.md,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-core-fields.md,22,Apply organization.md for comprehensive metadata standards,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-core-fields.md,92,Apply organization.md metadata standards,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-core-fields.md,93,Review document type patterns,../principles/organization.md#document-type-patterns,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-core-fields.md,94,Study validation requirements,../principles/organization.md#validation-requirements,BROKEN,Navigation disruption in other system
other,low,docs/components/frontmatter-core-fields.md,95,Reference YAML template,../principles/organization.md#complete-yaml-template-reference,BROKEN,Navigation disruption in other system
other,low,docs/components/parallel-agent-coordination.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/parallel-agent-coordination.md,143,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/fundamental-context-methods.md,94,Use in validation procedures,../principles/validation.md#validation-methodology,BROKEN,Navigation disruption in other system
command,high,docs/components/architecture-documentation-templates.md,5,System Audit Command,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
command,high,docs/components/architecture-documentation-templates.md,116,System Audit Command,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
other,low,docs/components/pattern-consolidation-workflows.md,14,Next: Pattern Registry System,pattern-registry-system.md,BROKEN,Navigation disruption in other system
other,low,docs/components/pattern-consolidation-workflows.md,533,Pattern Registry System,pattern-registry-system.md,BROKEN,Navigation disruption in other system
command,high,docs/components/claude-md-generation.md,89,analyze-file.md,commands/analyze-file.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/components/claude-md-generation.md,90,project-optimizer.md,agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
command,high,docs/components/claude-md-generation.md,91,update-docs.md,commands/update-docs.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/components/claude-md-generation.md,100,project-optimizer.md,agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/components/claude-md-generation.md,101,general-purpose.md,agents/general-purpose.md,BROKEN,Navigation disruption in navigation system
navigation,high,docs/components/claude-md-generation.md,102,AGENT_TEMPLATE.md,docs/agents-documentation/AGENT_TEMPLATE.md,BROKEN,Navigation disruption in navigation system
other,low,docs/components/agent-status-monitoring.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/agent-status-monitoring.md,154,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/documentation-metadata.md,5,organization.md,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
other,low,docs/components/documentation-metadata.md,7,Apply organization.md for comprehensive metadata standards,../principles/organization.md#documentation-metadata-standards,BROKEN,Navigation disruption in other system
command,high,docs/components/organization-structure.md,147,Browse commands index,../commands/index.md,BROKEN,Navigation disruption in command system
other,low,docs/components/organization-structure.md,151,Component 1 with action verb,component1.md,BROKEN,Navigation disruption in other system
other,low,docs/components/organization-structure.md,152,Component 2 with action verb,component2.md,BROKEN,Navigation disruption in other system
other,low,docs/components/organization-structure.md,153,Component 3 with action verb,component3.md,BROKEN,Navigation disruption in other system
other,low,docs/components/organization-structure.md,156,Apply principle1.md for guidance,../principles/principle1.md,BROKEN,Navigation disruption in other system
other,low,docs/components/organization-structure.md,157,Follow principle2.md for methodology,../principles/principle2.md,BROKEN,Navigation disruption in other system
other,low,docs/components/organization-structure.md,158,Study principle3.md for context,../principles/principle3.md,BROKEN,Navigation disruption in other system
other,low,docs/components/organization-structure.md,171,Action verb Component,component-name.md,BROKEN,Navigation disruption in other system
other,low,docs/components/organization-structure.md,175,Action verb principle.md for context,../principles/principle.md,BROKEN,Navigation disruption in other system
other,low,docs/components/parallel-coordination-protocols.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/parallel-coordination-protocols.md,158,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
command,high,docs/components/auto-ticket-generation-framework.md,14,Previous: Enhanced System Audit,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
other,low,docs/components/auto-ticket-generation-framework.md,14,Next: Validation Framework,validation-framework.md,BROKEN,Navigation disruption in other system
command,high,docs/components/auto-ticket-generation-framework.md,324,Enhanced System Audit Command,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
other,low,docs/components/auto-ticket-generation-framework.md,336,Validation Framework Reference,validation-framework.md,BROKEN,Navigation disruption in other system
other,low,docs/components/section-templates-hub.md,25,cross-reference-template.md,cross-reference-template.md,BROKEN,Navigation disruption in other system
other,low,docs/components/section-templates-hub.md,32,cross-reference-template.md,cross-reference-template.md,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,54,Apply component.md for specific function,../components/component.md,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,59,variant-a from component.md,../components/component.md#variant-a,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,60,variant-b from component.md,../components/component.md#variant-b,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,71,Apply component-name.md for detailed patterns,../components/component-name.md,BROKEN,Navigation disruption in other system
